,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
3885,/TTToSemiLeptonic_13TeV_ScaleDown-powheg/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,T3_CH_CERN_OpenData,3.33717,1/1/70,0,2677,2677,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3886,/TTJets_SingleLeptFromTbar_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_US_Purdue,2.13276,9/25/20,1601061340000,559,559,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3887,/BdToJpsiKstar_BMuonFilter_SoftQCDnonD_TuneCUEP8M1_13TeV-pythia8-evtgen/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T2_US_Florida,1.97333,10/14/20,1602687479000,526,526,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3888,/ZGToLLG_01J_5f_lowMLL_lowGPt_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Florida,1.36237,9/1/21,1630460757000,389,389,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3889,/Tau/Run2016D-17Jul2018-v1/MINIAOD,T2_US_Purdue,1.3782,7/8/21,1625758214000,371,371,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3890,/DoubleEG/Run2016E-17Jul2018-v1/MINIAOD,T2_DE_DESY,1.34788,1/19/38,2147483647000,375,375,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3891,/SingleElectron/Run2016E-03Feb2017-v1/MINIAOD,T2_US_MIT,3.9263,10/23/20,1603444030000,1008,1008,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3892,/SingleElectron/Run2016E-23Sep2016-v1/MINIAOD,T2_US_Florida,3.02051,1/1/70,0,1240,1240,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3893,/ScoutingPFHT/Run2017C-v1/RAW,T3_US_FNALLPC,4.33393,9/5/20,1599270731000,1199,1199,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3894,/Cosmics/Run2017B-UL17-v2/RECO,T2_FR_IPHC,1.14926,1/1/70,0,284,284,['sync_t2_fr_iphc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3895,/BuToKee_Mufilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15_ext1-v1/GEN-SIM-DIGI-RAW,T2_DE_DESY,1.14632,1/1/70,0,287,287,['sync_t2_de_desy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
3896,/QCD_HT100to200_BGenFilter_TuneCP5_13TeV-madgraph-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,1.51337,12/12/20,1607813926000,697,697,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3897,/DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,1.37909,8/7/21,1628338163000,477,477,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3898,/SMS-TChiStauStau_x0p95_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T2_US_Purdue,3.94484,10/1/20,1601511524000,1258,1258,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3899,/Cosmics/Run2017E-UL17-v1/RECO,T2_FR_IPHC,1.14483,1/1/70,0,148,148,['sync_t2_fr_iphc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3900,/SinglePhoton/Run2016D-v2/RAW,T2_CH_CERN,1.13827,9/22/21,1632276255000,290,290,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3901,/TTJets_DiLept_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_BE_IIHE,1.04886,9/22/20,1600793828000,342,342,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3902,/TT_hdampUP_TuneCUETP8M2T4_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Florida,1.31985,5/29/20,1590722675000,599,599,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3903,/BuToPsiK_BMuonFilter_SoftQCDnonD_TuneCUEP8M1_13TeV-pythia8-evtgen/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T1_US_FNAL_Disk,1.47325,1/1/70,0,404,404,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3904,/SingleMuon/CMSSW_11_0_1-110X_dataRun2_v9_config1_RelVal_2018C-v1/RECO,T1_US_FNAL_Disk,1.13376,1/1/70,0,79,79,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3907,/SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16Fast_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,T3_US_FNALLPC,1.13253,1/1/70,0,702,702,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3908,/DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,T3_FR_IPNL,1.12973,8/20/21,1629453963000,324,324,['sync_t3_fr_ipnl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3909,/DoubleElectron/Run2011B-12Oct2013-v1/AOD,T3_CH_CERN_OpenData,3.14147,1/1/70,0,986,986,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3910,/JetHT/Run2015D-16Dec2015-v1/MINIAOD,T3_CH_PSI,1.51189,1/1/70,0,1607,1607,['t3_ch_psi_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3911,/HTMHT/Run2016B-18Apr2017_ver2-v1/MINIAOD,T2_UK_London_IC,1.09403,1/1/70,0,487,487,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3913,/Tau/Run2016E-03Feb2017-v1/MINIAOD,T2_CH_CERN,1.76084,1/1/70,0,447,447,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3914,/DoubleEG/Run2016H-07Aug17-v1/MINIAOD,T2_US_Florida,2.52012,1/18/20,1579325448000,931,931,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3915,/SingleMuon/Run2016H-18Apr2017-v1/MINIAOD,T2_ES_CIEMAT,4.16998,1/1/70,0,1574,1574,['t2_es_ciemat_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3922,/DY1JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.46262,12/12/20,1607813944000,417,417,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3923,/DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v2/MINIAODSIM,T2_DE_DESY,1.42473,1/19/38,2147483647000,480,480,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3924,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_DE_DESY,2.29979,7/29/21,1627578903000,712,712,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3925,/DYToLL_2J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.68352,4/16/20,1587078924000,671,671,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3926,/QCD_HT200to300_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_US_Nebraska,1.31272,11/11/20,1605063438000,364,364,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3927,/QCD_HT700to1000_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_IT_Legnaro,1.3468,9/24/20,1600923564000,364,364,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3928,/TT_TuneCUETP8M2T4_13TeV-powheg-colourFlip-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v1/MINIAODSIM,T2_US_MIT,2.08771,1/12/21,1610475051000,487,487,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3929,/WZTo1L1Nu2Q_TuneCUETP8M1_13TeV_amcatnloFXFX_madspin_pythia8/RunIISummer16MiniAODv3-94X_mcRun2_asymptotic_v3_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.17196,10/7/20,1602063221000,499,499,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3933,/TT_hdampUP_TuneCUETP8M2T4_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_DE_DESY,1.32495,10/2/20,1601597036000,223,223,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3935,/Cosmics/Run2015E-UL15-v1/RECO,T1_FR_CCIN2P3_Disk,1.12278,1/1/70,0,319,319,['sync_t1_fr_ccin2p3_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3938,/StreamExpress/Run2018A-PromptCalibProdSiPixelAli-Express-v1/ALCAPROMPT,T2_CH_CERN,1.1191,1/1/70,0,59503,59503,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
3939,/ZeroBias11/Run2022A-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.025,1/1/70,0,460,460,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
3942,/SMS-T5qqqqZH_HToBB-mGluino-1350to1600-mLSP0to1400_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_GridpackScan_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Purdue,1.33932,12/11/20,1607718268000,591,591,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3943,/ZZTo2L2Q_13TeV_TuneCP5_amcatnloFXFX_madspin_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.44891,7/30/21,1627607229000,696,696,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3944,/W2JetsToLNu_LHEWpT_400-inf_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,3.429,7/30/21,1627673595000,1256,1256,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHE
3945,/BdToKstarMuMu_BMuonFilter_SoftQCDnonD_TuneCUEP8M1_13TeV-pythia8-evtgen/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,3.31624,1/1/70,0,898,898,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3946,/SMS-T5WgStealth_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,4.01141,5/21/20,1590051613000,1189,1189,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3947,/SMS-T8bbstausnu_XCha0p5_mStop-200to1800_XStau0p25_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv3-PUSummer16v3Fast_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T1_US_FNAL_Disk,1.68697,10/7/20,1602087445000,551,551,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3948,/QCD_HT500to700_TuneCP5_PSWeights_13TeV-madgraphMLM-pythia8/RunIISummer19UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T2_EE_Estonia,3.65918,9/29/21,1632929271000,1311,1311,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3951,/RelValNuGun/CMSSW_10_6_4_patch1-PU25ns_106X_upgrade2018_realistic_v9_HS_resub-v1/GEN-SIM-RECO,T3_US_FNALLPC,1.1114,1/1/70,0,316,316,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3953,/DoublePhoton/Run2012C-22Jan2013-v2/AOD,T3_CH_CERN_OpenData,10.7247,1/1/70,0,2719,2719,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3954,/DoubleMuon/Run2016B-17Jul2018_ver2-v1/MINIAOD,T2_DE_DESY,1.735,1/19/38,2147483647000,451,451,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3955,/BcToJPsiTauNu_TuneCP5_13TeV-bcvegpy2-pythia8-evtgen/RunIISummer19UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T2_US_Nebraska,1.10999,12/15/20,1608029442000,452,452,"['sync_t2_us_nebraska', 'transfer_ops']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
3956,/DoubleEG/Run2016D-03Feb2017-v1/MINIAOD,T2_BE_IIHE,1.81992,9/9/20,1599672127000,467,467,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3957,/SingleMuon/Run2016G-23Sep2016-v1/MINIAOD,T2_IT_Legnaro,3.45649,2/1/21,1612141883000,1430,1430,['t2_it_legnaro_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3958,/SingleElectron/Run2017C-31Mar2018-v1/MINIAOD,T3_FR_IPNL,4.19802,8/26/21,1629962879000,1179,1179,['t3_fr_ipnl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3959,/SingleElectron/Run2017E-31Mar2018-v1/MINIAOD,T2_CH_CERN,3.47257,8/26/21,1629954345000,1054,1054,['t2_ch_cern_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3961,/DoubleMuon/Run2018A-17Sep2018-v2/MINIAOD,T2_DE_DESY,3.05376,1/19/38,2147483647000,1260,1260,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3964,/QCD_HT300to500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv1-PUSpring16_80X_mcRun2_asymptotic_2016_v3_ext1-v1/MINIAODSIM,T3_US_FNALLPC,1.10695,1/1/70,0,949,949,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3965,/TTJets_DiLept_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,1.59121,9/22/21,1632287128000,841,841,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3967,/SMS-T6bbllslepton_mSbottom-400To775_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,1.18983,9/24/20,1600918312000,457,457,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3968,/W1JetsToLNu_LHEWpT_100-150_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,2.71664,5/20/20,1589942087000,764,764,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHE
3969,/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-fixECALGT_LowPU_94X_mc2017_realistic_v10For2017H_v2_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.36268,5/26/20,1590452645000,395,395,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3970,/NoBPTX/PARun2016C-PromptReco-v1/RECO,T3_KR_KNU,1.10569,1/1/70,0,352,352,['sync_t2_kr_knu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
3971,/ST_t-channel_top_4f_InclusiveDecays_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T3_FR_IPNL,1.20611,10/7/21,1633594170000,307,307,['t3_fr_ipnl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3972,/TTToSemiLeptonic_hdampDOWN_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v1/MINIAODSIM,T2_US_Purdue,1.34808,7/28/21,1627467825000,414,414,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3973,/TT_TuneCUETP8M2T4down_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T2_DE_DESY,1.24068,12/11/20,1607718151000,229,229,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3976,/BTag/Run2012C-22Jan2013-v1/AOD,T3_CH_CERN_OpenData,2.97766,1/1/70,0,784,784,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
3977,/SinglePhoton/Run2016B-PromptReco-v2/MINIAOD,T2_UK_London_IC,1.32787,1/1/70,0,746,746,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
3978,/SingleElectron/Run2016E-18Apr2017-v1/MINIAOD,T2_UK_London_IC,3.02943,1/1/70,0,1004,1004,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3981,/ScoutingCaloHT/Run2017F-v1/RAW,T3_US_FNALLPC,6.40943,1/1/70,0,2665,2665,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3982,/HIZeroBias3/Run2017G-17Nov2017-v1/MINIAOD,T1_US_FNAL_Disk,1.76192,1/1/70,0,753,753,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
3984,/BsToMuMu_TuneCP5_14TeV-pythia8/PhaseIITDRSpring19DR-PU300_106X_upgrade2023_realistic_v3-v1/AODSIM,T2_DE_RWTH,1.10505,1/1/70,0,458,458,['sync_t2_de_rwth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
3985,/EGamma/CMSSW_11_0_0_pre6-103X_dataRun2_HLT_relval_v8_PHATTEST_RelVal_2018D-v1/FEVTDEBUGHLT,T1_US_FNAL_Disk,1.0978,1/1/70,0,100,100,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3987,/SingleNeutrino/RunIIAutumn18DR-NZSFlatPU28to62_102X_upgrade2018_realistic_v15_ext3-v1/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,4.9996,1/1/70,0,356,356,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
3988,/BsToMuMuPhi_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,2.34942,10/15/20,1602804177000,933,933,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3989,/QCD_Pt-20to30_MuEnrichedPt5_TuneCP5_13TeV_pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v4/MINIAODSIM,T2_DE_DESY,1.15247,8/19/21,1629341367000,454,454,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3990,/DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,7.47423,8/21/21,1629524074000,2005,2005,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3991,/QCD_HT2000toInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/AODSIM,T3_US_FNALLPC,1.75028,1/1/70,0,600,600,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
3992,/W1JetsToLNu_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Purdue,1.29795,3/9/20,1583737638000,651,651,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3993,/TT_TuneCUETP8M2T4_GluonMoveCRTune_erdON_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.6576,12/11/20,1607713347000,787,787,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3994,/SMS-T2tt_mStop-250to350_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring16MiniAODv2-PUSpring16Fast_80X_mcRun2_asymptotic_2016_miniAODv2_v0-v1/MINIAODSIM,T3_US_FNALLPC,1.09689,1/1/70,0,872,872,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
3996,/SingleMuon/Run2017H-17Nov2017-v2/MINIAOD,T2_US_MIT,1.33393,5/18/20,1589827215000,428,428,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4000,/JetHT/Run2016D-18Apr2017-v1/MINIAOD,T2_US_Florida,2.04996,3/10/20,1583800677000,632,632,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4001,/SingleElectron/Run2016G-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,4.12867,1/1/70,0,1745,1745,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
4002,/DoubleMuonLowMass/Run2016H-07Aug17-v1/MINIAOD,T2_US_Purdue,1.2665,1/1/70,0,534,534,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4003,/SinglePhoton/Run2016H-07Aug17-v1/MINIAOD,T2_US_Purdue,1.02502,1/1/70,0,456,456,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4004,/ZeroBias/Run2017C-12Sep2017-v1/MINIAOD,T2_US_Florida,1.0511,1/1/70,0,422,422,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4005,/MuOnia/Run2016D-v2/RAW,T2_CH_CERN,1.07845,9/22/21,1632287477000,289,289,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4006,/DoubleEG/Run2017E-31Mar2018-v1/MINIAOD,T1_US_FNAL_Disk,2.09832,8/26/21,1629963814000,661,661,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4007,/DoubleMuon/Run2017F-09May2018-v1/MINIAOD,T1_US_FNAL_Disk,2.912,1/1/70,0,1061,1061,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
